SAMPLE ID	FS	PFS
102C	0.0715454724409449	0.0325734778911565
103C	0.041651968503937	0.0180380867346939
106C	0.0428462598425197	0.0190191666666667
109C	0.078282874015748	0.0351072619047619
112C	0.0472403543307087	0.0203154931972789
113C	0.0511429133858268	0.0247100595238095
117C	0.0629679133858268	0.0273618537414966
121C	0.0596326771653543	0.0273743962585034
122C	0.0707515748031496	0.0310613010204082
127C	0.0595972440944882	0.0271261139455782
128C	0.0699826771653543	0.0340263180272109
12C	0.0781948818897638	0.0351681462585034
13	0.0644488188976378	0.0298270663265306
130C	0.0678124015748032	0.0324151870748299
131C	0.0728954724409449	0.0324578571428571
133C	0.0655562992125984	0.0296698554421769
136C	0.0568419291338583	0.0246514540816327
139C	0.062234842519685	0.0266819982993197
141C	0.0118135826771654	0.00476940476190476
142C	0.044471062992126	0.0210661479591837
143C	0.0871984251968504	0.0422092261904762
147C	0.0649655511811024	0.0275795323129252
148C	0.0670470472440945	0.0283653231292517
150C	0.0660779527559055	0.0298079081632653
15514	0.0797354330708661	0.0370750425170068
15518	0.0837362204724409	0.0389604506802721
15529	0.0762702755905512	0.0371795068027211
15530	0.0930608267716535	0.0460929846938775
15545	0.0850129921259842	0.039488843537415
15548	0.0781409448818898	0.034976462585034
15554	0.0731104330708661	0.0331532653061224
15575	0.0983094488188976	0.0468756887755102
157C	0.0722	0.0323375765306122
159C	0.0601360236220472	0.0275097363945578
161C	0.0782110236220473	0.0349758843537415
162C	0.0694521653543307	0.0300045833333333
164C	0.0729572834645669	0.0345585714285714
169C	0.0678962598425197	0.0293127210884354
170C	0.0734584645669291	0.031822406462585
1C	0.0721846456692913	0.0334266666666667
21C	0.0539466535433071	0.0229361479591837
23	0.0918198818897638	0.0437616156462585
25	0.0830110236220473	0.0388989030612245
25C	0.0628212598425197	0.0266232653061224
29C	0.0686797244094488	0.0307283843537415
36C	0.0680708661417323	0.0307221088435374
38C	0.0791074803149606	0.0372962840136054
51C	0.112892125984252	0.0546709778911565
551432	0.0181600393700787	0.00905321428571429
56C	0.0551391732283465	0.0238147023809524
59C	0.0635561023622047	0.0282538945578231
69C	0.0705600393700788	0.031644574829932
6C	0.0748196850393701	0.0340020578231293
76C	0.0612391732283465	0.0275903741496599
80C	0.0508192913385827	0.0226426360544218
90C	0.0570812992125984	0.0259019302721088
93C	0.103362007874016	0.0490245323129252
96C	0.0542092519685039	0.0244477040816327
BWT20	0.0127545275590551	0.00745137755102041
CLT1	0.0349139763779528	0.0160334608843537
HS09	0.014775	0.00739454931972789
HS10	0.000451574803149606	0.000246326530612245
HS8	0.0389490157480315	0.0217719132653061
